2PA,2PM,Age,All TD,FGA,FGM,Fbl TD,GS,Games,Int TD,Kr Td,Number of Records,Oth TD,Pr Td,Player,Position,Pts/G,Pts,Rec TD,Rsh TD,Salary,Sfty,Team,XPA,XPM
,1,31,3,,,,11,16,,,1,,,LeGarrette Blount,RB,1.3,20,1,2,1000000,,DET,,
,,,,,,,,,,,1,,,Brandon Copeland,LB,,,,,1000000,,NYJ,,
,,,,,,,,,,,1,,,Quandre Diggs,CB,,,,,1000000,,DET,,
,,26,6,,,,6,16,,,1,,,Cameron Brate,TE,2.3,36,6,,1000000,,TAM,,
,,28,1,,,,16,16,1,,1,,,Carlos Dunlap,DE,0.4,6,,,1000000,,CIN,,
,,27,8,,,,3,10,,,1,,,Rex Burkhead,RB,4.8,48,3,5,1000000,,NWE,,
,1,24,2,,,,16,16,,,1,,,Isaiah Crowell,RB,0.9,14,,2,1000000,,NYJ,,
,,,,,,,,,,,1,,,Kyle Fuller,CB,,,,,1000000,,CHI,,
,,29,3,,,,2,14,,,1,,,Andre Holmes,WR,1.3,18,3,,1000000,,BUF,,
,,,,,,,,,,,1,,,Chris Banjo,S,,,,,1000000,,NOR,,
,,,,,,,,,,,1,,,Justin Pugh,OG,,,,,1000000,,ARI,,
,,26,2,,,1,12,15,,,1,,,Levine Toilolo,TE,0.8,12,1,,1000000,,DET,,
,,28,1,,,1,12,12,,,1,,,Brandon Williams,DT,0.5,6,,,1000000,,BAL,,
,,,,,,,,,,,1,,,Evan Dietrich-Smith,G,,,,,1000000,,TAM,,
,,29,2,,,,3,14,,,1,,,Chris Ivory,RB,0.9,12,1,1,1000000,,BUF,,
,,,,,,,,,,,1,,,Corey Linsley,C,,,,,1000000,,GNB,,
,,28,1,,,,1,6,,,1,,,Robert Turbin,RB,1,6,,1,1000000,,IND,,
,,25,2,,,,4,16,,,1,,,Roosevelt Nix,FB,0.8,12,1,1,1000000,,PIT,,
,,,,,,,,,,,1,,,Tre Boston,FS,,,,,1000000,,ARI,,
,,,,,,,,,,,1,,,Zach Brown,OLB,,,,,1000000,,WAS,,
,,,,,,,,,,,1,,,Marshall Newhouse,"G,T",,,,,1000000,,2TM,,
,,29,1,,,,5,12,,,1,,,Luke Stocker,TE,0.5,6,1,,1000000,,TEN,,
,,,,,,,,,,,1,,,Patrick Robinson,DB,,,,,1000000,,NOR,,
,,,,,,,,,,,1,,,Barkevious Mingo,OLB,,,,,1000000,,SEA,,
,,,,,,,,,,,1,,,Chris Smith,DE,,,,,1000000,,CLE,,
,,,,,,,,,,,1,,,Adrian Phillips,DB,,,,,1000000,,LAC,,
,,,,,,,,,,,1,,,Matt Kalil,OT,,,,,1000000,,CAR,,
,,,,,,,,,,,1,,,Kevin Pamphile,OT,,,,,1000000,,TEN,,
,3,27,9,,,,16,16,,,1,,,Alshon Jeffery,WR,3.8,60,9,,1000000,,PHI,,
,,29,1,,,,16,16,,,1,,,Virgil Green,TE,0.4,6,1,,1000000,,LAC,,
,,,,,,,,,,,1,,,Tyler Eifert,TE,,,,,1000000,,CIN,,
,,,,,,,,,,,1,,,Morgan Burnett,DB,,,,,1000000,,PIT,,
,,,,,,,,,,,1,,,J.J. Wilcox,S,,,,,1000000,,NYJ,,
,,,,,,,,,,,1,,,Cameron Fleming,OT,,,,,1000000,,DAL,,
,2,30,8,,,,14,14,,,1,,,Michael Crabtree,WR,3.7,52,8,,1000000,,BAL,,
,,25,3,,,,4,14,,,1,,,James White,RB,1.3,18,3,,1000000,,NWE,,
,,28,,3,3,,0,1,,,1,,,Caleb Sturgis,K,10,10,,,1000000,,LAC,2,1
,,,,,,,,,,,1,,,John Sullivan,C,,,,,999999,,LAR,,
,,,,,,,,,,,1,,,Noah Spence,DE,,,,,998755,,TAM,,
,,,,,,,,,,,1,,,Jonathan Allen,DT,,,,,992108,,WAS,,
,,24,2,,,,10,11,,,1,,,Sterling Shepard,WR,1.1,12,2,,990416,,NYG,,
,,23,1,,,,8,11,,,1,,,Maxx Williams,TE,0.5,6,1,,987646,,BAL,,
,,,,,,,,,,,1,,,Adoree' Jackson,CB,,,,,977854,,TEN,,
,,,,,,,,,,,1,,,Rob Havenstein,OT,,,,,976367,,LAR,,
,1,25,2,,,,1,11,,,1,,,Cody Latimer,WR,1.3,14,2,,975000,,NYG,,
,,,,,,,,,,,1,,,Kyle Nelson,TE,,,,,975000,,SFO,,
,,,,,,,,,,,1,,,Jamar Taylor,CB,,,,,975000,,ARI,,
,,,,,,,,,,,1,,,Kamalei Correa,OLB,,,,,972694,,TEN,,
,,29,2,,,2,16,16,,,1,,,Reshad Jones,DB,0.8,12,,,970000,,MIA,,
,,,,,,,,,,,1,,,Markus Golden,OLB,,,,,969318,,ARI,,
,,23,6,,,,14,14,,,1,,,O.J. Howard,TE,2.6,36,6,,969301,,TAM,,
,,,,,,,,,,,1,,,Garett Bolles,OT,,,,,966450,,DEN,,
,,,,,,,,,,,1,,,Jake Fisher,OT,,,,,965884,,CIN,,
,,,,,,,,,,,1,,,Austin Johnson,DT,,,,,964748,,TEN,,
,,,,,,,,,,,1,,,Jarrad Davis,ILB,,,,,963599,,DET,,
,,,,,,,,,,,1,,,Ty Sambrailo,OT,,,,,959447,,ATL,,
,,,,,,,,,,,1,,,Charles Harris,DE,,,,,957897,,MIA,,
,,24,7,,,,0,16,,,1,,,Duke Johnson,RB,2.6,42,3,4,957000,,CLE,,
,,,,,,,,,,,1,,,Jermon Bushrod,T,,,,,955294,,NOR,,
,,23,6,,,,11,15,,,1,,,Evan Engram,TE,2.4,36,6,,952196,,NYG,,
,,,,,,,,,,,1,,,Pernell McPhee,DL,,,,,950000,,WAS,,
,,23,19,,,,15,15,,,1,,,Todd Gurley,RB,7.6,114,6,13,950000,,LAR,,
,,,,,,,,,,,1,,,Shawn Lauvao,G,,,,,950000,,WAS,,
,,,,,,,,,,,1,,,Frank Clark,DE,,,,,943938,,SEA,,
,,23,6,,,,2,16,,,1,,,Derrick Henry,RB,2.3,36,1,5,941630,,TEN,,
,,28,1,,,1,15,15,,,1,,,Nigel Bradham,OLB,0.4,6,,,941176,,PHI,,
,,,,,,,,,,,1,,,Jordan Richards,SS,,,,,941121,,ATL,,
,,,,,,,,,,,1,,,Gareon Conley,CB,,,,,940792,,OAK,,
,,,,,,,,,,,1,,,Shaq Thompson,OLB,,,,,936000,,CAR,,
,,,,,,,,,,,1,,,Jabrill Peppers,SS,,,,,935090,,CLE,,
,,,,,,,,,,,1,,,Corey Liuget,DT,,,,,935000,,LAC,,
,,,,,,,,,,,1,,,Reggie Ragland,ILB,,,,,931034,,KAN,,
,,,,,,,,,,,1,,,Takkarist McKinley,OLB,,,,,929388,,ATL,,
,,22,1,,,,16,16,1,,1,,,A'Shawn Robinson,DT,0.4,6,,,925785,,DET,,
,,22,1,,,1,16,16,,,1,,,TreDavious White,CB,0.4,6,,,923687,,BUF,,
,,,,,,,,,,,1,,,Taco Charlton,DE,,,,,920836,,DAL,,
,,,,,,,,,,,1,,,Thomas Morstead,P,,,,,918000,,NOR,,
,,,,,,,,,,,1,,,Chris Jones,DT,,,,,916476,,KAN,,
,,24,5,,,,14,16,,,1,,,Michael Thomas,WR,1.9,30,5,,915361,,NOR,,
,,,,,,,,,,,1,,,Ricky Jean-Francois,DT,,,,,915000,,DET,,
,,,,,,,,,,,1,,,Logan Paulsen,TE,,,,,915000,,ATL,,
,,,,,,,,,,,1,,,Jon Weeks,C,,,,,915000,,HOU,,
,,,,,,,,,,,1,,,Kyle Love,DT,,,,,915000,,CAR,,
,,,,,,,,,,,1,,,Rodney Hudson,OL,,,,,915000,,OAK,,
,,,,,,,,,,,1,,,Ramon Humber,LB,,,,,915000,,2TM,,
,,,,,,,,,,,1,,,Tank Carradine,DE,,,,,915000,,OAK,,
,,,,,,,,,,,1,,,Andre Smith,T,,,,,915000,,ARI,,
,,,,,,,,,,,1,,,Sam Young,T,,,,,915000,,MIA,,
,,,,,,,,,,,1,,,Orlando Scandrick,DB,,,,,915000,,KAN,,
,,,,,,,,,,,1,,,Kendrick Lewis,DB,,,,,915000,,TEN,,
,,,,,,,,,,,1,,,Malcolm Jenkins,DB,,,,,915000,,PHI,,
,,,,,,,,,,,1,,,Dwayne Harris,WR,,,,,915000,,OAK,,
,,,,,,,,,,,1,,,Davon House,DB,,,,,915000,,GNB,,
,,,,,,,,,,,1,,,Michael Person,OL,,,,,915000,,SFO,,
,,,,,,,,,,,1,,,Jake McQuaide,LS,,,,,915000,,LAR,,
,,,,,,,,,,,1,,,Nick Sundberg,C,,,,,915000,,WAS,,
,,,,,,,,,,,1,,,Cameron Heyward,DE,,,,,915000,,PIT,,
,,31,3,,,,15,16,,,1,,,Brandon LaFell,WR,1.1,18,3,,915000,,OAK,,
,,,,,,,,,,,1,,,Sam Shields,DB,,,,,915000,,LAR,,
,,28,1,,,,2,13,,,1,,,Nick Bellore,LB,0.5,6,1,,915000,,DET,,
,,,,,,,,,,,1,,,Ron Parker,CB,,,,,915000,,KAN,,
,,,,,,,,,,,1,,,Andre Roberts,WR,,,,,915000,,NYJ,,
,,31,4,,,,14,15,,,1,,,Mike Wallace,WR,1.6,24,4,,915000,,PHI,,
,,,,,,,,,,,1,,,J.J. Jansen,C,,,,,915000,,CAR,,
,,,,,,,,,,,1,,,Joe Webb,WR,,,,,915000,,HOU,,
,,32,1,,,,6,11,,,1,,,Brian Hoyer,QB,0.5,6,,1,915000,,NWE,,
,,,,,,,,,,,1,,,Leon Hall,DB,,,,,915000,,OAK,,
,1,29,9,,,,14,14,,,1,,,Antonio Brown,WR,4,56,9,,915000,,PIT,,
,,,,,,,,,,,1,,,Patrick Chung,DB,,,,,915000,,NWE,,
,,29,1,,,,2,8,,,1,,,Jeremy Kerley,WR,0.8,6,1,,915000,,BUF,,
,,,,,,,,,,,1,,,Teddy Bridgewater,QB,,,,,915000,,NOR,,
,,,,,,,,,,,1,,,Mike Windt,C,,,,,915000,,LAC,,
,,,,,,,,,,,1,,,Shaq Mason,C,,,,,907000,,NWE,,
,,,,,,,,,,,1,,,Jason Spriggs,OT,,,,,904936,,GNB,,
,,,,,,,,,,,1,,,Brock Coyle,LB,,,,,900000,,SFO,,
,,,,,,,,,,,1,,,David Andrews,C,,,,,900000,,NWE,,
,,,,,,,,,,,1,,,Wes Horton,DE,,,,,900000,,CAR,,
,,,,,,,,,,,1,,,Joe Thomas,LB,,,,,900000,,DAL,,
,,27,1,,,,3,15,,,1,,,Russell Shepard,WR,0.4,6,1,,900000,,NYG,,
,,26,1,,,1,12,12,,,1,,,Kenny Vaccaro,FS,0.5,6,,,900000,,TEN,,
,,,,,,,,,,,1,,,Marcus Cooper,CB,,,,,900000,,CHI,,
,,,,,,,,,,,1,,,A.J. McCarron,QB,,,,,900000,,OAK,,
,,21,4,,,,5,16,,,1,,,David Njoku,TE,1.5,24,4,,897959,,CLE,,
,,,,,,,,,,,1,,,Jarran Reed,DT,,,,,894512,,SEA,,
,,,,,,,,,,,1,,,Aaron Donald,DT,,,,,892000,,LAR,,
,,,,,,,,,,,1,,,T.J. Watt,OLB,,,,,885844,,PIT,,
,,,,,,,,,,,1,,,Nick Martin,C,,,,,884088,,HOU,,
,,,,,,,,,,,1,,,Tom Johnson,DT,,,,,882353,,2TM,,
,,,,,,,,,,,1,,,Sean Mannion,QB,,,,,877778,,LAR,,
,,24,5,,,,11,14,,,1,,,Ameer Abdullah,RB,2.1,30,1,4,876745,,2TM,,
,,,,,,,,,,,1,,,Deshazor Everett,CB,,,,,875000,,WAS,,
,,,,,,,,,,,1,,,Ali Marpet,C,,,,,874581,,TAM,,
,,,,,,,,,,,1,,,Ryan Ramczyk,OT,,,,,869162,,NOR,,
,,,,,,,,,,,1,,,Deion Jones,OLB,,,,,863240,,ATL,,
,,,,,,,,,,,1,,,Shareece Wright,DB,,,,,861176,,HOU,,
,,,,,,,,,,,1,,,Chris Clark,T,,,,,861176,,CAR,,
,,,,,,,,,,,1,,,Byron Bell,T,,,,,850000,,GNB,,
,,27,1,,,,6,16,1,,1,,,Justin Bethel,CB,0.4,6,,,850000,,ATL,,
,1,28,3,,,,8,11,,,1,,,Doug Martin,RB,1.8,20,,3,850000,,OAK,,
,,,,,,,,,,,1,,,Bradley Sowell,T,,,,,850000,,CHI,,
,,,,,,,,,,,1,,,Joe Looney,G,,,,,850000,,DAL,,
,,,,,,,,,,,1,,,Demario Davis,OLB,,,,,850000,,NOR,,
,,,,,,,,,,,1,,,Cameron Meredith,WR,,,,,850000,,NOR,,
,,27,1,,,,4,12,,,1,,,Zach Line,FB,0.5,6,1,,850000,,NOR,,
,,,,,,,,,,,1,,,Alex Okafor,DE,,,,,850000,,NOR,,
,,,,,,,,,,,1,,,Angelo Blackson,DT,,,,,850000,,HOU,,
,,,,,,,,,,,1,,,Mackensie Alexander,CB,,,,,842391,,MIN,,
,,,,,,,,,,,1,,,Cody Whitehair,OG,,,,,834051,,CHI,,
,,,,,,,,,,,1,,,Terrell McClain,DL,,,,,825000,,ATL,,
,,,,,,,,,,,1,,,Kerry Wynn,DE,,,,,825000,,NYG,,
,,,,,,,,,,,1,,,Eric Reid,FS,,,,,823529,,CAR,,
,,,,,,,,,,,1,,,Sean Davis,FS,,,,,821543,,PIT,,
,,,,,,,,,,,1,,,Vonn Bell,SS,,,,,811118,,NOR,,
,,,,,,,,,,,1,,,James Bradberry,CB,,,,,810076,,CAR,,
,,,,,,,,,,,1,,,Adam Gotsis,DT,,,,,807991,,DEN,,
,,,,,,,,,,,1,,,Josh Harris,LS,,,,,805000,,ATL,,
,,,,,,,,,,,1,,,Mike Davis,RB,,,,,800000,,SEA,,
,,,,,,,,,,,1,,,J.R. Sweezy,G,,,,,800000,,SEA,,
,,,,,,,,,,,1,,,LaAdrian Waddle,T,,,,,800000,,NWE,,
,,28,2,,,,0,16,,,1,,,Jarius Wright,WR,0.8,12,2,,800000,,CAR,,
,1,26,4,,,,16,16,,,1,,,C.J. Anderson,RB,1.6,26,1,3,800000,,CAR,,
,,,,,,,,,,,1,,,Dontari Poe,DT,,,,,800000,,CAR,,
,,,,,,,,,,,1,,,Shamar Stephen,DT,,,,,800000,,SEA,,
,,,,,,,,,,,1,,,Tom Compton,T,,,,,800000,,MIN,,
,,,,,,,,,,,1,,,D.J. Fluker,OT,,,,,800000,,SEA,,
,,,,,,,,,,,1,,,Vince Williams,ILB,,,,,800000,,PIT,,
,,,,,,,,,,,1,,,James Develin,RB,,,,,800000,,NWE,,
,,27,2,,,,0,14,,,1,,,Benny Cunningham,RB,0.9,12,2,,800000,,CHI,,
,,,,,,,,,,,1,,,Carson Tinker,LS,,,,,800000,,JAX,,
,,,,,,,,,,,1,,,Jonathan Bostic,LB,,,,,800000,,PIT,,
,,,,,,,,,,,1,,,Walt Aikens,CB,,,,,800000,,MIA,,
,,27,4,,,,8,16,,,1,,,Jaron Brown,WR,1.5,24,4,,800000,,SEA,,
,,27,,17,14,,0,8,,,1,,,Dustin Hopkins,K,7.5,60,,,798928,,WAS,19,18
,,24,8,,,,3,15,,,1,,,Tevin Coleman,RB,3.2,48,3,5,791628,,ATL,,
,,,,,,,,,,,1,,,Tony Bergstrom,OT,,,,,790000,,WAS,,
,,27,1,,,,7,10,,,1,,,Vance McDonald,TE,0.6,6,1,,790000,,PIT,,
,,26,1,,,,5,5,,,1,,,Josh Gordon,WR,1.2,6,1,,790000,,2TM,,
,,,,,,,,,,,1,,,Jarvis Jenkins,DL,,,,,790000,,KAN,,
,,29,1,,,,8,15,1,,1,,,Korey Toomer,ILB,0.4,6,,,790000,,GNB,,
,,27,3,,,,10,16,,,1,,,Tommy Bohanon,FB,1.1,18,1,2,790000,,JAX,,
,,,,,,,,,,,1,,,Josh Bynes,LB,,,,,790000,,ARI,,
,,,,,,,,,,,1,,,Kyle Wilber,OLB,,,,,790000,,OAK,,
,,26,1,,,1,15,15,,,1,,,Luke Kuechly,ILB,0.4,6,,,790000,,CAR,,
,,,,,,,,,,,1,,,Greg Robinson,OT,,,,,790000,,CLE,,
,,,,,,,,,,,1,,,Daniel McCullers,DT,,,,,790000,,PIT,,
,,,,,,,,,,,1,,,B.W. Webb,CB,,,,,790000,,NYG,,
,,25,3,,,,10,13,,,1,,,Austin Seferian-Jenkins,TE,1.4,18,3,,790000,,JAX,,
,,27,5,,,,2,9,,,1,,,Mike Gillislee,RB,3.3,30,,5,790000,,NOR,,
,,,,,,,,,,,1,,,David DeCastro,G,,,,,790000,,PIT,,
,,,,,,,,,,,1,,,Nathan Stupar,OLB,,,,,790000,,NYG,,
,,,,,,,,,,,1,,,Kemal Ishmael,DB,,,,,790000,,ATL,,
,,,,,,,,,,,1,,,Geno Smith,QB,,,,,790000,,LAC,,
,,25,3,,,,7,13,,,1,,,Albert Wilson,WR,1.4,18,3,,790000,,MIA,,
,,,,,,,,,,,1,,,Bene Benwikere,CB,,,,,790000,,ARI,,
,,28,,20,18,,0,15,,,1,,,Randy Bullock,K,5.7,85,,,790000,,CIN,33,31
,,,,,,,,,,,1,,,Brandon Weeden,QB,,,,,790000,,HOU,,
,,26,1,,,,0,11,,,1,,,Alfred Blue,RB,0.5,6,,1,790000,,HOU,,
,,,,,,,,,,,1,,,Najee Goode,ILB,,,,,790000,,IND,,
,,,,,,,,,,,1,,,Johnny Hekker,P,,,,,790000,,LAR,,
,,,,,,,,,,,1,,,Taiwan Jones,RB,,,,,790000,,BUF,,
,,,,,,,,,,,1,,,Brandon Dunn,DT,,,,,790000,,HOU,,
,,,,,,,,,,,1,,,Gerald Hodges,OLB,,,,,790000,,ARI,,
,,,,,,,,,,,1,,,Aaron Brewer,LS,,,,,790000,,ARI,,
,,,,,,,,,,,1,,,Benson Mayowa,DE,,,,,790000,,ARI,,
,,27,8,,,,13,14,,,1,,,Zach Ertz,TE,3.4,48,8,,790000,,PHI,,
,,25,1,,,,1,15,,,1,,,Richard Rodgers,TE,0.4,6,1,,790000,,PHI,,
,,,,,,,,,,,1,,,Dakota Dozier,OT,,,,,790000,,NYJ,,
,,,,,,,,,,,1,,,Orson Charles,TE,,,,,790000,,CLE,,
,,26,1,,,,2,12,,,1,,,Logan Thomas,QB/TE,0.5,6,1,,790000,,BUF,,
,,24,8,,,,14,15,,,1,,,Sammy Watkins,WR,3.2,48,8,,790000,,KAN,,
,,,,,,,,,,,1,,,Blidi Wreh-Wilson,CB,,,,,790000,,ATL,,
,,,,,,,,,,,1,,,Stephon Tuitt,DT,,,,,790000,,PIT,,
,,,,,,,,,,,1,,,Ben Jacobs,LB,,,,,790000,,CAR,,
,,29,1,,,,5,14,,,1,,,Alfred Morris,RB,0.4,6,,1,790000,,SFO,,
,,,,,,,,,,,1,,,Anthony Hitchens,OLB,,,,,790000,,KAN,,
,,,,,,,,,,,1,,,Brian Schwenke,C,,,,,790000,,NWE,,
,,,,,,,,,,,1,,,LaRoy Reynolds,LB,,,,,790000,,PHI,,
,,,,,,,,,,,1,,,Tyler Shatley,OG,,,,,790000,,JAX,,
,,,,,,,,,,,1,,,Andrew DePaola,LS,,,,,790000,,OAK,,
,,24,2,,,,2,16,,,1,,,De'Anthony Thomas,RB,0.8,12,2,,790000,,KAN,,
,,,,,,,,,,,1,,,Jordan Devey,T,,,,,790000,,KAN,,
,,,,,,,,,,,1,,,Marquis Flowers,OLB,,,,,790000,,DET,,
,,27,1,,,,4,6,,,1,,,Brock Osweiler,QB,1,6,,1,790000,,MIA,,
,,,,,,,,,,,1,,,Kayvon Webster,CB,,,,,790000,,HOU,,
,,,,,,,,,,,1,,,Derrick Coleman,RB,,,,,790000,,ARI,,
,,,,,,,,,,,1,,,Lane Johnson,OT,,,,,790000,,PHI,,
,,,,,,,,,,,1,,,Christine Michael,RB,,,,,790000,,IND,,
,,,,,,,,,,,1,,,Jeremiah Attaochu,OLB,,,,,790000,,NYJ,,
,,,,,,,,,,,1,,,Ryan Tannehill,QB,,,,,790000,,MIA,,
,,,,,,,,,,,1,,,Brandon Brooks,G,,,,,790000,,PHI,,
,,28,1,,,,1,2,,,1,,,Stevan Ridley,RB,3,6,,1,790000,,PIT,,
,,,,,,,,,,,1,,,Datone Jones,DE,,,,,790000,,DAL,,
,,25,1,,,,4,11,,,1,,,Damien Williams,RB,0.5,6,1,,790000,,KAN,,
,,,,,,,,,,,1,,,Keith Smith,LB,,,,,790000,,OAK,,
,,28,2,,,,10,16,,,1,,,Deonte Thompson,WR,0.8,12,2,,790000,,2TM,,
,,,,,,,,,,,1,,,John Jenkins,DT,,,,,790000,,NYG,,
,,,,,,,,,,,1,,,Brandon Bolden,RB,,,,,790000,,MIA,,
,,,,,,,,,,,1,,,George Iloka,FS,,,,,790000,,MIN,,
,,,,,,,,,,,1,,,Ryan Hewitt,FB,,,,,790000,,IND,,
,,,,,,,,,,,1,,,Earl Watford,OG,,,,,790000,,CLE,,
,,,,,,,,,,,1,,,Kevin McDermott,LS,,,,,790000,,MIN,,
,,,,,,,,,,,1,,,Josh LeRibeus,G,,,,,790000,,NOR,,
,,,,,,,,,,,1,,,Phillip Gaines,CB,,,,,790000,,2TM,,
,,,,,,,,,,,1,,,Nat Berhe,SS,,,,,790000,,PIT,,
,,,,,,,,,,,1,,,Emmanuel Lamur,LB,,,,,790000,,OAK,,
,,,,,,,,,,,1,,,Josh Mauro,DE,,,,,790000,,NYG,,
,,25,5,,,,11,12,,,1,,,Robert Woods,WR,2.5,30,5,,790000,,LAR,,
,,,,,,,,,,,1,,,Steven Means,DE,,,,,790000,,ATL,,
,,,,,,,,,,,1,,,Amini Silatolu,T,,,,,790000,,CAR,,
,,,,,,,,,,,1,,,J'Marcus Webb,T,,,,,790000,,IND,,
,,26,1,,,,1,7,,,1,,,Justin Hunter,WR,0.9,6,1,,790000,,PIT,,
,,23,2,,,,1,10,,,1,,,Tyler Boyd,WR,1.2,12,2,,787179,,CIN,,
,,,,,,,,,,,1,,,Kevin King,CB,,,,,786858,,GNB,,
,,,,,,,,,,,1,,,Kevin Byard,S,,,,,784566,,TEN,,
,,,,,,,,,,,1,,,Cam Robinson,OT,,,,,784007,,JAX,,
,,,,,,,,,,,1,,,Randy Gregory,DE,,,,,781813,,DAL,,
,,,,,,,,,,,1,,,Donnie Jones,P,,,,,776176,,LAC,,
,,,,,,,,,,,1,,,Budda Baker,FS,,,,,775455,,ARI,,
,,24,,,,,0,13,,,1,,,Brandon King,DB,0.2,2,,,775000,1,NWE,,
,,22,2,,,,10,15,,,1,,,Zay Jones,WR,0.8,12,2,,773174,,BUF,,
,,,,,,,,,,,1,,,Carl Nassib,DE,,,,,773000,,TAM,,
,,,,,,,,,,,1,,,Reuben Foster,ILB,,,,,772684,,SFO,,
,,,,,,,,,,,1,,,Forrest Lamp,OG,,,,,768042,,LAC,,
,,,,,,,,,,,1,,,Marcus Maye,FS,,,,,762911,,NYJ,,
,,,,,,,,,,,1,,,Curtis Samuel,WR,,,,,758349,,CAR,,
,,,,,,,,,,,1,,,Cody Kessler,QB,,,,,758098,,JAX,,
,,,,,,,,,,,1,,,Maliek Collins,DT,,,,,755000,,DAL,,
,,22,2,,,,4,4,,,1,,,Dalvin Cook,RB,3,12,,2,753788,,MIN,,
,,,,,,,,,,,1,,,Bruce Carter,LB,,,,,753529,,ATL,,
,,26,1,,,,0,8,,,1,,,Zach Zenner,RB,0.8,6,,1,750000,,DET,,
,,,,,,,,,,,1,,,Quinton Dunbar,WR,,,,,750000,,WAS,,
,,,,,,,,,,,1,,,Marcus Williams,FS,,,,,748656,,NOR,,
,,,,,,,,,,,1,,,Marcus Williams,CB,,,,,748656,,TAM,,
,,,,,,,,,,,1,,,Sidney Jones,CB,,,,,744095,,PHI,,
,,,,,,,,,,,1,,,Shamarko Thomas,SS,,,,,743536,,DEN,,
,,,,,,,,,,,1,,,Keith Tandy,S,,,,,743529,,ATL,,
,,,,,,,,,,,1,,,Kamar Aiken,WR,,,,,743529,,PHI,,
,,,,,,,,,,,1,,,Will Clarke,DE,,,,,743529,,TAM,,
,,,,,,,,,,,1,,,Corey Nelson,OLB,,,,,743529,,ATL,,
,,,,,,,,,,,1,,,Mychal Kendricks,ILB,,,,,743529,,SEA,,
,,27,1,,,,1,13,,,1,,,Kenjon Barner,RB,0.5,6,,1,743529,,NWE,,
,,,,,,,,,,,1,,,Travis Swanson,C,,,,,743529,,MIA,,
,,,,,,,,,,,1,,,Terence Garvin,LB,,,,,743529,,SFO,,
,,,,,,,,,,,1,,,Xavier Su'a-Filo,OG,,,,,743529,,DAL,,
,,,,,,,,,,,1,,,Brian Quick,WR,,,,,743529,,WAS,,
,,23,2,,,,2,16,,,1,,,Gerald Everett,TE,0.8,12,2,,739749,,LAR,,
,,22,1,,,1,16,16,,,1,,,Yannick Ngakoue,OLB,0.4,6,,,735101,,JAX,,
,,24,4,,,,15,16,,,1,,,Jacoby Brissett,QB,1.5,24,,4,735076,,IND,,
,,23,3,,,,7,13,,,1,,,Adam Shaheen,TE,1.4,18,3,,733661,,CHI,,
,,,,,,,,,,,1,,,P.J. Williams,CB,,,,,730000,,NOR,,
,,,,,,,,,,,1,,,Quincy Wilson,CB,,,,,727103,,IND,,
,,,,,,,,,,,1,,,Carl Davis,DT,,,,,720750,,CLE,,
,,,,,,,,,,,1,,,James Winchester,LS,,,,,720000,,KAN,,
,,,,,,,,,,,1,,,Tyus Bowser,OLB,,,,,718437,,BAL,,
,,,,,,,,,,,1,,,Cyrus Jones,CB,,,,,718235,,2TM,,
,,,,,,,,,,,1,,,Jonathan Bullard,DE,,,,,718000,,CHI,,
,,24,4,,,,5,8,,,1,,,Ty Montgomery,WR/RB,3,24,1,3,716500,,2TM,,
,,,,,,,,,,,1,,,Derek Anderson,QB,,,,,716471,,BUF,,
,,31,1,,,,0,14,,,1,,,Jamaal Charles,RB,0.4,6,,1,716471,,JAX,,
,,21,4,,,,7,14,,,1,,,Joe Mixon,RB,1.7,24,,4,712735,,CIN,,
,,,,,,,,,,,1,,,Denzelle Good,OT,,,,,711880,,IND,,
,,,,,,,,,,,1,,,Ryan Anderson,OLB,,,,,707033,,WAS,,
,,,,,,,,,,,1,,,Vic Beasley,OLB,,,,,705000,,ATL,,
,,,,,,,,,,,1,,,Clayton Geathers,SS,,,,,705000,,IND,,
,,,,,,,,,,,1,,,Anthony Harris,DB,,,,,705000,,MIN,,
,,,,,,,,,,,1,,,Shelby Harris,DE,,,,,705000,,DEN,,
,,,,,,,,,,,1,,,Craig Mager,CB,,,,,705000,,LAC,,
,,25,1,,,,1,16,,,1,,,James O'Shaughnessy,TE,0.4,6,1,,705000,,JAX,,
,,,,,,,,,,,1,,,Christian Covington,DT,,,,,705000,,HOU,,
,,,,,,,,,,,1,,,Freddie Martino,WR,,,,,705000,,TAM,,
,,25,1,,,1,4,8,,,1,,,Ramik Wilson,ILB,0.8,6,,,705000,,LAR,,
,,,,,,,,,,,1,,,Brian Peters,LB,,,,,705000,,HOU,,
,,,,,,,,,,,1,,,Greg Van Roten,G,,,,,705000,,CAR,,
,,,,,,,,,,,1,,,Joe Cardona,LS,,,,,705000,,NWE,,
,,,,,,,,,,,1,,,Zach Vigil,ILB,,,,,705000,,WAS,,
,,25,2,,,,6,14,,,1,,,Jeff Heuerman,TE,0.9,12,2,,705000,,DEN,,
,,,,,,,,,,,1,,,Nick Dzubnar,LB,,,,,705000,,LAC,,
,,,,,,,,,,,1,,,David Mayo,ILB,,,,,705000,,CAR,,
,,,,,,,,,,,1,,,D.J. Alexander,OLB,,,,,705000,,PHI,,
,,26,3,,,,1,16,,,1,,,Justin Hardy,WR,1.1,18,3,,705000,,ATL,,
,1,24,,,,,11,15,,,1,,,Nick Boyle,TE,0.1,2,,,705000,,BAL,,
,1,23,4,,,,6,16,,,1,,,Kenyan Drake,RB,1.6,26,1,3,705000,,MIA,,
