date,txVolume(USD),adjustedTxVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),realizedCap(USD),generatedCoins,fees,activeAddresses,averageDifficulty,paymentCount,medianTxValue(USD),medianFee,blockSize,blockCount
4/28/13,44319520.07,2556843.914,9174,73779042.16,4.3,0,22497874.35,31600,594.357571,17216,435.0557425,9658,174.6356076,0.1,4079010,632
4/29/13,36478096.6,2111820.413,9275,75216843.08,4.37,0,22841184.71,32500,634.4097411,18395,437.9378214,9542,181.67989,0.1,4977931,650
4/30/13,40391660.1,1969542.972,9099,75742334.7,4.4,0,23192593.02,31350,792.1703735,17810,437.9378214,9301,167.8636465,0.1,5349282,627
5/1/13,76374202.8,4691921.756,8990,74064136.01,4.29,0,24581006.09,31699.9795,639.972367,16991,471.1227637,9326,177.1258735,0.1,4463820,634
5/2/13,11631506.34,2501720.016,8031,65379394.84,3.78,0,24792536.7,26150,528.8035945,15769,482.5125108,8269,155.4904201,0.1,4088911,523
5/3/13,4632241.488,1964663.757,6280,58761687.94,3.39,0,24754254.31,19900,375.7290906,12956,482.5125108,6519,105.126185,0.05,3382172,398
5/4/13,5725030.204,1648315.177,6168,52494635.07,3.03,0,24753985.03,20875,374.6704375,12377,482.5125108,6334,114.3115065,0.1,3223478,418
5/5/13,6579465.338,3060323.044,5948,60562859.51,3.49,0,25192490.08,22100,317.3529699,12245,436.4210004,6060,116.4023265,0,3165698,442
5/6/13,13489738.13,4020198.059,10636,62419512.16,3.59,0,26128597.2,31850,745.3336031,18244,396.5528163,10980,136.722623,0.1,4823264,637
5/7/13,9082297.718,2615555.687,8712,58748577.49,3.37,0,26221666.16,37925,450.4812114,16710,396.5528163,9013,118.238135,0.00677266,4123225,759
5/8/13,6748147.053,1250363.07,9035,57239574.33,3.28,0,26365278.1,36500,496.3183591,16851,431.3694107,9773,124.4107213,0.1,4129160,730
5/9/13,9291190.987,1487343.818,12776,59406121.23,3.4,0,26742965.85,37050,944.5557991,20459,469.7981014,13476,99.19820997,0.1,5806489,741
5/10/13,8136961.732,1538562.301,10503,59832541.01,3.41,0,26951922.12,37000,709.356414,18054,469.7981014,11231,101.5839,0.1,4884485,740
5/11/13,18682243.09,2499308.296,7000,60740571.64,3.46,0,27302537.37,31300,405.2496122,14207,558.7199744,7738,145.9496342,0.001,3874790,626
5/12/13,8487885.824,1254319.033,6924,59096255.41,3.36,0,27414105.35,30750,377.1173053,13924,596.8873537,7660,130.4352,0.00305107,3501445,615
5/13/13,7021996.489,1203602.573,6596,57438495.59,3.26,0,27606311.52,28850,355.1599947,13620,596.8873537,7216,118.3157007,0,3522595,577
5/14/13,7571576.192,1952139.642,7218,57978731.57,3.28,0,27890256.8,29550,406.6741052,14370,599.8809217,7779,117.1084361,0.01,4357789,591
5/15/13,6523932.125,1544792.365,6500,49773625.39,2.82,0,28001237.85,27900,366.7363919,13301,605.5175912,7018,109.8760103,0.01,3315285,558
5/16/13,6475101.9,1441678.844,7434,51862886.44,2.93,0,27846204.26,28500,465.7979844,14608,605.5175912,8030,104.4251178,0.1,3809371,570
5/17/13,6079749.175,1029128.479,6638,51184775.5,2.89,0,27913178.52,26700,384.7812707,13148,605.5175912,7124,99.81296849,0.1,3405760,534
5/18/13,5818653.765,1175057.731,5660,56917975.93,3.2,0,28022039.08,27525,301.132068,11868,596.4191093,6249,110.3403453,0.00036759,3173088,551
5/19/13,5637138.599,1255563.523,5590,58760676,3.3,0,28131422.74,27150,275.6269712,11892,593.0467865,6163,128.2753496,0.01,2928165,543
5/20/13,5155162.314,1292105.933,6375,58999968.3,3.31,0,28260038.38,27400,367.0384186,13264,593.0467865,6967,100.7735263,0.01,3322274,548
5/21/13,6715033.989,1492287.917,6248,56855332.83,3.19,0,28291126.44,26900,361.0776901,12779,592.0730412,6938,119.7707731,0.01,3127223,538
5/22/13,6188331.019,1082361.539,5319,55230680.8,3.09,0,28355489.96,27900,279.2763635,11279,558.1217882,6100,136.09348,0.01,2606097,558
5/23/13,6864769.913,1050078.557,5939,55874706.42,3.12,0,28460096.23,30950,329.2023744,12400,558.1217882,6694,128.33184,0.01,3309004,619
5/24/13,7931107.217,1153487.47,5997,56838168.78,3.17,0,28517613.47,32799.92,350.3027194,12545,558.1217882,6716,155.9610315,0.01,3251810,656
5/25/13,6206968.658,1178413.415,5080,57283344.29,3.19,0,28622271.67,31350,294.1003637,11082,585.5971538,5908,142.9350787,0.01,2883784,627
5/26/13,6052556.684,1426763.166,5138,56119639.68,3.12,0,28724806.3,28500,295.7940486,11330,595.6534968,6264,136.1836517,0.01,3200954,570
5/27/13,5972393.058,1217565.49,4880,58225576.25,3.23,0,28833822.27,28000,242.3965837,10639,595.6534968,5624,141.1700152,0.01,2724652,560
5/28/13,5568496.494,1070684.844,5115,55994358.96,3.1,0,28934078.9,29150,248.4268542,11265,597.4422108,5962,123.5956155,0.01,3000086,583
5/29/13,5351765.53,1064381.748,5065,55791264.75,3.09,0,29070245.6,29450,260.3138267,10978,602.3382422,5802,130.6469772,0.01,2920171,589
5/30/13,6479936.589,1138988.493,5250,55805688.3,3.08,0,29131393.04,30700,288.9564196,11319,602.3382422,6052,142.0815403,0.01,2912857,614
5/31/13,6273037.662,1621226.602,5100,53817015.07,2.97,0,29237140.34,30000,246.780503,11152,602.3382422,5942,133.8386153,0,2711906,600
6/1/13,5622721.105,1841215.117,4260,53350661.17,2.94,0,29093575.27,28400,224.5403272,9551,621.079868,5063,125.2239393,0.01,2761666,568
6/2/13,4943299.647,1189451.082,4495,51443618.71,2.83,0,29203768.12,28350,220.7295144,9833,623.1704212,5109,127.2500255,0,2581931,567
6/3/13,5081184.229,1086650.742,4544,49674160,2.73,0,29324850.78,28050,242.6769938,10093,623.1704212,5215,120.5127911,0.00718519,2460123,561
6/4/13,4479206.909,1130789.837,4539,49225070.7,2.7,0,29429253.08,26950,252.1769107,10219,617.5897221,5215,121.2857207,0.01,2954355,539
6/5/13,5414929.169,1234965.547,4655,52514649.87,2.87,0,29477362.26,30100,279.3460876,10256,604.6025397,5362,129.0790734,0.01,3183138,602
6/6/13,4458967.792,900542.3627,4544,52816717.96,2.88,0,29549115.81,29350,226.1463698,9974,604.6025397,5536,121.3263506,0.01,2677005,587
6/7/13,6934174.969,927476.4502,4810,51045131.45,2.78,0,29634216.75,32899.96,305.3819483,10491,604.6025397,5735,137.04566,0.1,3323442,658
6/8/13,4628927.477,935588.5129,4443,47824631.56,2.6,0,29676677.94,32350,243.5944971,9718,638.1659679,5336,127.2022801,0.1,2372927,647
6/9/13,4497981.568,895415.0326,5104,46991025,2.55,0,29676738.14,27700,267.2314902,10867,638.5330679,5947,103.6013577,0.01,3522820,554
6/10/13,6152885.274,2457377.815,5420,43827744.92,2.38,0,31171089.8,28700,300.0867601,11335,638.5330679,6257,96.50095912,0.1,2992697,574
6/11/13,4578090.985,1366183.535,4798,45930453.89,2.49,0,31740835.88,28150,300.040437,13820,645.2481328,5698,99.62490812,0.01,3196641,563
6/12/13,4430416.168,1230630.45,4529,44657184.56,2.41,0,31633212.9,31850,246.1050053,9981,650.534914,5463,116.0509974,0.01,2153347,637
6/13/13,4112141.484,728042.1901,4606,44464597,2.4,0,31721885.4,30950,252.465422,10152,650.534914,5527,107.297539,0.01,2916431,619
6/14/13,5783769.76,2191730.721,4796,42213701.18,2.27,0,31470188.59,32400,245.7083063,10605,670.1197363,5690,107.8023,0.01,2697214,648
6/15/13,3039616.86,898019.3077,3496,39680907.4,2.14,0,31455391.03,23300,183.5232607,8433,713.0519821,4310,97.91622304,0.01,2097589,466
6/16/13,2934486.901,846199.554,3529,38873110.03,2.09,0,31462799.93,23800,194.0668821,8319,713.0519821,4356,95.61413324,0.01,1947433,476
6/17/13,3407879.175,777830.3322,4037,39834635.79,2.14,0,31510136.98,26100,222.5131099,9134,713.0519821,4814,100.9244749,0.01,2287882,522
6/18/13,3427596.143,922528.4742,4325,42549878.18,2.28,0,31550914.58,30950,256.7190165,10244,678.4701985,5591,111.72,0.01,2370241,619
6/19/13,4000483.437,780406.5952,4841,43008862,2.3,0,31603467.91,36050,267.5296058,10320,633.7700411,5970,104.9334343,0.01,2573174,721
6/20/13,2831940.84,912736.411,3889,43019873.93,2.3,0,31672861.32,34350,166.3464935,9449,633.7700411,5492,84.88139924,0,2210545,687
6/21/13,2612889.84,998953.5315,4647,43662098.13,2.33,0,31778764.06,29300,154.547726,11222,681.4206813,5942,88.04654899,0,3292554,586
6/22/13,2494332.226,2125941.002,5390,53809282.92,2.86,0,32421586.69,27550,158.4399751,12758,746.3638926,6466,89.90465701,0,5546623,551
6/23/13,3033158.943,1926270.865,4360,54527347.6,2.9,0,33247746.64,31550,100.5733381,10445,746.3638926,5728,81.98075033,0,2622945,631
6/24/13,3200081.388,1769118.522,4337,59097174.47,3.13,0,34026707.88,31200,106.5995934,10491,747.7859132,5716,92.09377081,0,3066969,624
6/25/13,5253666.742,1115111.034,4255,53866744.36,2.85,0,33993700.15,27850,110.7102047,10327,769.7149678,5694,121.4202587,0.001,3339881,557
6/26/13,5411743.665,1223669.009,4867,53140342.31,2.81,0,34083324.07,32500,151.0545412,10858,769.7149678,6521,93.74980683,0.01,3149364,650
6/27/13,4733006.492,1789191.988,4656,54549429.62,2.88,0,34304071.21,31000,130.0128578,11110,769.7149678,6399,100.9952955,0,3711873,620
6/28/13,4693202.084,1823457.763,4217,57625266.09,3.04,0,34338497.49,29550,97.38046828,11050,798.6268584,5633,121.1977212,0,3299140,591
6/29/13,4085152.706,1344929.965,3905,52535223.96,2.76,0,34397165.22,30700,84.99125029,9832,808.5488936,5407,113.7622903,0.01,2549033,614
6/30/13,4192363.784,1145489.393,3754,53105006.05,2.79,0,34612486.74,28100,85.51194652,9996,808.5488936,5329,123.4461187,0.01,2623504,562
7/1/13,5176320.236,1885968.205,5367,57352195.13,3.01,0,34696269.92,31250,147.6366262,12893,820.3996138,6950,124.8748475,0.00063045,4665897,625
7/2/13,4534383.995,1701186.8,4961,56419631.87,2.95,0,34915294.97,31700,78.71211086,12137,841.4675608,6686,102.4531108,0,3111799,634
7/3/13,4069976.44,1412971.21,5444,54399847.1,2.85,0,34921950.94,30100,97.69486939,12911,841.4675608,7320,70.30237489,0.01,3721644,602
7/4/13,4180200.245,1058514.208,4369,51255363.22,2.68,0,35010094.85,31150,64.47557223,11461,848.8715818,6307,95.5089958,0.0001,3210385,623
7/5/13,3805224.735,1949046.73,4008,52007907.77,2.71,0,34941759.91,25600,55.43536226,10494,909.3014584,5904,88.04842604,0.0001,3025337,512
7/6/13,3303776.256,1467596.668,3451,46416736.06,2.42,0,34863548.56,25750,67.51857395,9602,909.3014584,6038,94.27008125,0.0001,2451492,515
7/7/13,3087437.003,997100.7796,4039,47257805.95,2.46,0,34926935.24,28850,58.61388636,10079,909.3014584,5943,85.60789971,0.0001,2462916,577
7/8/13,3825267.558,1253196.184,4287,52200285.81,2.71,0,34938806.11,32950,66.97345984,10731,892.4622628,6141,96.53595997,0.0001,2998694,659
7/9/13,3489180.247,1067668.317,4343,49848415.26,2.58,0,35114212.29,31400,73.06466333,11137,874.0727921,6178,83.98265571,0.0001,2623103,628
7/10/13,3804604.604,1103847.185,4198,50467012.94,2.61,0,35143694.46,29600,70.37062535,10710,874.0727921,6014,106.8295208,0.0001,2620215,592
7/11/13,4521292.766,1530364.906,4835,54902093.54,2.84,0,35242160.49,28650,96.83596056,11298,881.951818,7782,85.02676026,0.0001,3018723,573
7/12/13,3887824.537,1358858.162,4328,52709545.35,2.72,0,35242256.69,27000,116.432054,10487,923.1454208,6916,81.05689833,0.0001,3145726,540
7/13/13,3391850.766,1121750.829,3749,54543552.48,2.81,0,35309766.93,26950,55.71544381,9771,923.1454208,5546,109.1417098,0.0001,2648093,539
7/14/13,13040452.65,2896291.638,3397,56916109.87,2.93,0,35867385.83,27300,61.67294489,9218,923.1454208,5040,131.0327006,0.0001,2321225,546
7/15/13,4151206.994,1091958.139,4369,55928419.06,2.87,0,36044936.23,32050,90.52156996,10678,902.1297842,5990,104.12134,0.0001,2867689,641
7/16/13,4228878.382,1427049.373,4634,58486756.45,3,0,36215376.53,31300,67.85442073,11205,883.7564645,6464,104.4974275,0.0001,3143245,626
7/17/13,4479438.531,1373141.72,4298,60069796.36,3.08,0,36308689.04,31300,55.32258601,10952,883.7564645,6051,122.3457368,0.0001,2447619,626
7/18/13,4193648.229,1562639.281,3881,61555116.8,3.15,0,36410934.95,29700,76.30307438,10389,905.1119802,5681,125.7317959,0.0001,2764092,594
7/19/13,4089376.714,1111967.512,3883,56462660.76,2.88,0,36487898.42,26450,60.69348781,10019,957.5074897,5558,111.439097,0.0001,2182873,529
7/20/13,5081345.445,2141239.566,4147,57968924.62,2.96,0,36653828.88,27650,84.84940922,9842,957.5074897,6326,89.42331535,0.0001,2389862,553
7/21/13,3410930.207,1550954.236,3546,56137986.3,2.87,0,36794734.01,25700,61.21555277,9401,957.5074897,5196,103.0148439,0.0001,1981948,514
7/22/13,3525478.943,1218567.68,3723,57978056.71,2.95,0,36915121.48,27250,80.25479836,9712,923.0068135,5340,102.7017439,0.0001,2828831,545
7/23/13,3518802.174,1539560.396,3888,56899189.9,2.89,0,37022908.14,30550,65.11637744,10040,894.198168,5677,99.62597229,0.0001,2207294,611
7/24/13,4005208.248,1313542.16,3590,59057003.31,2.99,0,37138036.78,30250,55.36026254,9666,894.198168,5231,116.8259321,0.0001,2491006,605
7/25/13,3667497.148,1111989.702,3693,58382749.75,2.95,0,37252201.13,27525,53.69636856,9863,895.8348942,5539,109.1017058,0.0001,2178697,551
7/26/13,3704720.3,1609749.305,3461,59027203.92,2.98,0,37349479.3,30850,38.74402112,8993,912.9864203,5306,117.9907356,0.0001,1997616,617
7/27/13,2941307.221,1326105.262,3438,57465924.72,2.9,0,37412537.74,26800,41.72265538,8748,912.9864203,5200,98.0571338,0.0001,1736005,536
7/28/13,4435756.286,1905823.538,3171,57108854.66,2.88,0,37544528.6,27950,38.41747773,8328,912.9864203,4720,113.821848,0.0001,1774052,559
7/29/13,3287796.154,1285905.829,3750,58484125.8,2.94,0,37668553.81,27350,52.38220999,9541,902.115902,5485,107.010907,0.0001,2569237,547
7/30/13,4476391.486,1455253.459,3641,59020660.47,2.97,0,37707121.21,27850,56.21095373,9380,892.5528343,5257,121.2840727,0.0001,2484123,557
7/31/13,3852175.819,1478993.212,3817,59745349.13,3,0,37755344.74,24850,67.2085336,9544,892.5528343,5270,119.0567011,0.0001,2570134,497
8/1/13,3545300.488,1568051.689,3552,57255729.74,2.87,0,37836505.97,26050,48.34628551,9213,892.5528343,5081,101.9291857,0.0001,2286019,521
8/2/13,3330258.506,1301464.872,3742,58807466.98,2.94,0,37911130.52,28000,52.09868866,9390,840.8435252,5318,105.481997,0.0001,1891205,560
8/3/13,3371913.498,1549500.564,3593,56898440.54,2.84,0,37994750.33,28400,47.37381138,9730,821.9254853,5187,115.896829,0.0001,2405708,568
8/4/13,3400385.649,1484987.154,4106,60288258,3.01,0,38069944.8,27950,68.0766141,9603,821.9254853,6358,91.65860931,0.0001,2286309,559
8/5/13,4306667.069,2259232.178,4316,60218307.77,3,0,38147107.56,32700,80.55545449,10335,826.3390097,6463,104.7540824,0.0001,2441506,654
8/6/13,3726863.047,1874989.687,3768,57153667.62,2.84,0,38260488.23,29600,57.22029373,10138,838.4194563,5497,99.03967154,0.0001,2960807,592
8/7/13,4018734.735,1790781.055,4292,56671745.83,2.82,0,38290574.65,30500,87.37870942,11049,838.4194563,6535,97.43155861,0.0001,3093865,610
8/8/13,5045878.854,3005940.415,3875,55528865.74,2.75,0,38155747.05,29200,57.60480389,9761,838.4194563,5841,107.9434469,0.0001,2460296,584
8/9/13,1322550.212,1079634.984,3455,54681762.16,2.71,0,38245426.54,28950,55.32243418,8948,864.9765517,5378,77.14661004,0,2362211,579
8/10/13,1388777.42,1249523.734,4067,54401863.33,2.69,0,38318125.3,25450,98.77352642,9925,867.7640331,6659,68.32562399,0,3033796,509
8/11/13,795766.3841,725191.1465,3518,51695601.13,2.55,0,38359707.56,29500,36.76511869,9323,867.7640331,5229,72.67431232,0,2369500,590
8/12/13,1061593.952,898004.2545,3614,54528492.6,2.69,0,38392843.17,31100,34.08167879,9411,861.7568558,5292,73.48666243,0,2181797,622
8/13/13,718858.7581,602208.3713,3756,53987705.61,2.66,0,38473575.06,30600,39.17403195,9861,851.4475951,5532,74.24338039,0,2626843,612
8/14/13,2241033.717,2077991.504,4036,56064340,2.76,0,39583994.53,30600,65.65272938,11153,851.4475951,5673,69.9260012,0,3093108,612
8/15/13,784553.1458,664530.5209,3900,55833060.41,2.74,0,39700402.41,30500,56.63501733,10250,856.2083466,5628,73.57811776,0.0001,2667478,610
8/16/13,4005542.141,3830076.813,3237,56218482.62,2.76,0,42648329.33,26500,32.03947335,8923,913.2360724,4950,71.98766823,0.0001,1850189,530
8/17/13,482628.803,398148.4126,3001,55521595.86,2.72,0,42730542.11,27400,31.49182127,8444,913.2360724,4629,67.86412109,0.0001,1713153,548
8/18/13,974988.4876,828573.4241,3529,57198038,2.8,0,42761931.58,26850,41.58609559,9785,913.2360724,5191,80.8394699,0.0001,2525484,537
8/19/13,733432.4496,612743.6038,3850,57383166.24,2.8,0,42796938.58,30450,43.64872147,9861,894.271687,5457,69.56874761,0.0001,2363509,609
8/20/13,705239.6337,570934.1453,4167,57859981.96,2.82,0,42894414.54,30900,70.9268689,10494,867.944658,5867,72.91951141,0.01,2776498,618
8/21/13,1576429.03,1363871.309,4541,56792154.81,2.77,0,42860126.23,32750,52.61866525,11123,867.944658,6390,79.09237802,0.01,2477113,655
8/22/13,649990.0001,527074.6202,3958,55388191.65,2.69,0,42914372.26,33300,31.68007634,9949,897.5212686,5652,79.91115174,0.002,2013179,666
8/23/13,1033828.433,927690.2138,4089,57286730.25,2.78,0,43007111.04,29350,37.52039277,10087,978.6077067,5835,77.71376634,0.002,2197997,587
8/24/13,1244720.618,1075369.625,4357,56509998.35,2.74,0,43131314.38,30950,83.76724051,10063,978.6077067,6966,54.43846015,0.002,2384459,619
8/25/13,1168491.093,937300.5023,3819,55439584.08,2.68,0,43018385.66,25800,57.54476288,10528,978.6077067,5597,73.43452606,0.006,2867322,516
8/26/13,857665.3442,736466.8143,3466,53273096.87,2.58,0,43025156.36,26600,54.88075353,9838,971.4383692,5158,70.62388821,0.006,2317105,532
8/27/13,905928.4647,669260.9891,3967,53289173,2.57,0,43067932.37,26750,66.87351844,10684,969.439227,5614,73.53704958,0.006,3632055,535
8/28/13,1040935.304,876774.8829,3987,53552092.5,2.58,0,43101893.79,26850,48.00378179,9409,969.439227,5555,63.85157025,0.006,1966157,537
8/29/13,638091.9865,521894.9094,3649,52662304.09,2.54,0,43181866.84,30450,33.16424076,9111,964.8274819,5256,72.77510784,0.006,1977648,609
8/30/13,747046.8385,611497.192,3973,52925112.01,2.54,0,43267591.96,33600,42.56371518,9755,934.7657363,5699,70.24246373,0.006,2368394,672
8/31/13,753818.0578,617596.6092,3880,55508513.99,2.66,0,43403062.01,35300,33.70282564,9731,934.7657363,5717,77.6596372,0.006,2382716,706
9/1/13,669033.1358,543904.8609,3765,54139605.22,2.59,0,43491716.94,32300,38.88397184,9299,957.8491213,5636,66.5524955,0.006,2003624,646
9/2/13,574512.5828,475545.8067,3167,53651057.98,2.57,0,43539642.98,22250,37.87919493,8281,1102.314801,4608,72.64837746,0.006,1914156,445
9/3/13,649480.7948,518062.9611,3493,53421898.79,2.55,0,43615087.33,25150,36.5826043,8248,1102.314801,4570,64.2696172,0.006,1937918,503
9/4/13,1472256.478,1233605.234,3797,54512977.72,2.6,0,43807054.77,22700,46.67603728,9605,1102.314801,4954,79.97212727,0.00200007,2842480,454
9/5/13,897357.9585,680025.1238,3774,59234994.2,2.82,0,43876166.9,28350,48.08898098,9135,1090.216181,4930,81.91277849,0.006,2429533,567
9/6/13,1263585.099,1084571.924,4250,58403439.84,2.78,0,43964865.14,37300,40.8410548,9949,938.9834304,5806,82.49615281,0.006,2279067,746
9/7/13,1141420.2,971185.5673,3865,56286291.57,2.68,0,44314918.81,34250,42.85373095,9430,938.9834304,5718,72.30048776,0.006,1995883,685
9/8/13,820808.6021,603776.9096,3831,56838810.66,2.7,0,44430107.38,30300,35.50757797,9347,958.6986899,5513,71.81472393,0.006,1894333,606
9/9/13,1065168.171,922926.2865,2568,57537964,2.73,0,44689035.84,23700,28.0061448,7862,1128.62545,4794,71.22094535,0,1622124,474
9/10/13,770076.6765,681324.4569,2669,57737737.91,2.73,0,44740282.55,23050,29.00706224,7953,1128.62545,4818,67.88994865,0,1511100,461
9/11/13,616834.3659,570313.1571,2459,55754777.29,2.64,0,44856138.87,24750,29.26287688,7606,1128.62545,4714,65.29586617,0,1545744,495
9/12/13,765640.7862,622588.2572,2756,58126824.35,2.75,0,44940611.24,28150,30.25097743,8133,1117.361098,5101,76.24682665,0,1591070,563
9/13/13,772479.0732,691578.0618,2654,57075670.43,2.69,0,44990142.11,27650,149.4649008,7925,970.0796997,5064,73.98738242,0,1499838,553
9/14/13,906440.8054,754988.8167,2758,56512473.91,2.66,0,45050180.62,33650,34.32969261,8068,970.0796997,5385,74.17275212,0,1604600,673
9/15/13,1002875.902,909975.1723,2910,55069356.02,2.59,0,45124650.71,31750,31.60965656,8510,970.0796997,5656,72.72527812,0,1796386,635
9/16/13,730943.941,656819.7526,2781,56490621.31,2.65,0,45202789.88,29900,28.44379555,8227,1020.687829,5421,66.15707921,0,1687556,598
9/17/13,694716.9817,604479.4426,2655,56115921.57,2.63,0,45267571.83,31450,25.8352459,8197,1032.737384,5422,69.54661803,0,1720331,629
9/18/13,1023164.417,911078.4856,2614,55430124.14,2.6,0,45380840.67,30750,24.77484402,7822,1032.737384,5147,76.45280604,0,1688078,615
9/19/13,468263.4498,410761.6833,2744,54481606.49,2.55,0,45454736.33,30250,32.28833457,8046,1078.641555,5407,62.91839864,0,2161974,605
9/20/13,865956.2411,800121.1431,2480,55821888.58,2.61,0,45475549.91,26450,30.09154719,7821,1120.623535,5117,71.79924682,0,1560901,529
9/21/13,448450.5273,380278.6673,2259,53176136.29,2.48,0,45525816.94,27600,26.03913375,7055,1120.623535,4787,71.1746982,0,1439770,552
9/22/13,574439.1876,459665.754,2460,54298982,2.53,0,45579464.75,27850,29.70244894,7322,1120.623535,4767,65.59315611,0,1314438,557
9/23/13,1456425.593,992915.2701,3678,54414516.85,2.53,0,45605265.59,31162.5,62.00412646,9804,1071.885204,6477,66.30084305,0,2349384,624
9/24/13,1904815.855,1546690.497,2895,53141251,2.47,0,45671703.63,28650,36.96586372,8440,1066.508378,5563,68.08773032,0,1955143,573
9/25/13,1150450.703,927884.1351,3158,53271301.87,2.47,0,45685073.7,33750,41.92478783,8779,1066.508378,5772,71.33846881,0,1940990,675
9/26/13,778752.3318,636000.1047,2595,51199768.44,2.37,0,45812525.08,27550,32.94310713,8010,1131.216085,5188,61.17407967,0,1588803,551
9/27/13,876489.8924,764122.5422,2693,51876917,2.4,0,45823253.71,27500,30.93306771,8063,1169.853151,5112,70.82147765,0,1532082,550
9/28/13,1817542.82,1571570.435,3742,51681491.72,2.39,0,45652390.58,26750,62.64534101,9215,1169.853151,5993,47.99916348,0.001,1993724,535
9/29/13,760012.0711,660688.4951,2602,49135681.76,2.27,0,45791592.12,25450,34.52611374,7789,1169.853151,4893,64.26963305,0,1869547,509
9/30/13,865902.6669,719322.3654,2777,49957413.28,2.3,0,46007632.49,27500,29.88781249,8054,1079.104659,5199,61.79369787,0,1456041,550
10/1/13,651324.2841,522869.4219,2924,50892343.81,2.34,0,46095143.34,28200,40.24031248,8256,1064.331649,5291,65.53128743,0,1939991,564
10/2/13,1344654.131,1254291.418,3303,52516336.47,2.42,0,45924024.03,29550,61.26998868,8962,1064.331649,6107,63.9279866,0,2755071,591
10/3/13,1298739.448,1197575.682,3609,43097539.52,1.98,0,45892940.01,29050,95.73052932,8818,1063.20701,6330,42.24452657,0.002,2213162,581
10/4/13,741182.8874,606623.9069,3198,47510780.28,2.18,0,45846378.1,28800,69.86182684,8283,1060.946079,5879,52.68250333,0,1801909,576
10/5/13,552020.5132,470005.0338,3379,47723027.47,2.19,0,45891815.12,26550,124.4796752,8017,1060.946079,6488,43.8,0.02,1955683,531
10/6/13,668192.9434,506683.1521,4311,46514360.88,2.13,0,45944007.62,28800,149.6818209,9574,1060.946079,7991,40.76059106,0.02,2511584,576
10/7/13,580667.6989,474660.3255,2705,47474014.83,2.17,0,45970806.52,29050,33.48438693,8008,1045.727227,5023,60.36919272,0,1731878,581
10/8/13,763204.6974,644478.3019,3324,46057335.76,2.1,0,45959200.24,29050,43.16972366,8574,1040.895845,6660,48.75885561,0,2075977,581
10/9/13,949057.5619,776207.5972,3112,43547979.75,1.98,0,45939837.7,26900,46.94256652,9038,1040.895845,5694,53.39397193,0,2492603,538
10/10/13,1325410.437,1137987.952,3868,42351172.72,1.93,0,45993528.52,27850,61.54079991,10157,1036.044967,6568,62.2212844,0,3181497,557
10/11/13,921861.7992,830144.5562,3099,44577006.34,2.03,0,46046529.61,27200,46.78298017,8250,1014.143974,6142,54.23841286,0,2527247,544
10/12/13,457569.1092,391534.0829,2514,45663408.13,2.07,0,46062746.94,27850,25.45802096,7128,1014.143974,4941,60.33619051,0,1448623,557
10/13/13,987320.2976,778760.8477,2676,46741725.16,2.12,0,46125541.42,28850,25.3781606,7569,1014.143974,5322,61.51510887,0,1542781,577
10/14/13,735233.6093,629468.0591,2938,47601237.02,2.15,0,46163406.63,30100,34.22812454,8337,999.2397342,5244,63.98175194,0,1965354,602
10/15/13,708425.3044,556715.1651,3191,45594485.54,2.06,0,46169000.65,32250,46.7915342,9166,989.5621865,6151,61.31937176,0,2645503,645
10/16/13,740440.6088,632473.5502,3229,43648350.15,1.97,0,46138055.85,29750,70.13408195,10233,989.5621865,5825,58.84339062,0,3723880,595
10/17/13,588061.6153,516305.6732,2463,42686220.06,1.92,0,46111065.31,26500,46.41110165,7525,999.0113923,4874,50.20480101,0,2197374,530
10/18/13,552693.093,451988.3392,2725,42707179.45,1.92,0,46127634.28,30400,46.51531817,8142,1031.646885,4947,55.1570597,0,2380650,608
10/19/13,1175300.235,1012879.807,2960,42586360.72,1.91,0,45984392.03,31000,76.53214657,9576,1031.646885,5379,61.31140744,0,3987404,620
10/20/13,457581.1786,379262.1672,2586,41632521.18,1.87,0,45992701.92,27200,41.62085624,8801,1031.646885,5345,49.63561469,0,2190776,544
10/21/13,1037438.507,906332.7661,2859,43084297.74,1.93,0,45867057.06,27850,62.44421518,9841,1049.369822,5571,61.20804501,0,3033428,557
10/22/13,1598342.457,1351308.397,3079,40567182.27,1.82,0,45784544.33,26900,87.86350666,11505,1054.497987,5458,57.421,0,4229044,538
10/23/13,1832836.569,1186505.382,2945,38012078.78,1.7,0,45780395.91,26950,43.61378017,8691,1054.497987,5259,51.42115052,0,2413907,539
10/24/13,1994700.756,1372758.576,3311,46100595.71,2.06,0,45885786.76,30050,42.6860301,9219,1046.538909,5823,69.22976972,0,2392493,601
10/25/13,2038972.064,1461587.881,3851,51252818.79,2.29,0,45969350.08,32350,45.59746721,10429,1003.610688,6483,72.82085878,0,3000048,647
10/26/13,681220.5392,570928.405,2611,48547086.84,2.16,0,46012516.6,31650,29.14616611,7796,1003.610688,5006,69.29409801,0,1873239,633
10/27/13,637724.9069,543659.1532,2783,49442393.05,2.2,0,46086029.73,34450,25.54973157,8313,1014.041122,5672,61.80181289,0,1446247,689
10/28/13,1043289.995,918177.9718,2746,47860196.22,2.13,0,46152222.19,29650,32.63472376,7907,1156.516401,4899,64.00888946,0,1550333,593
